recording,paired_words,count_accuracy_pct,boundary_mean_ms,boundary_median_ms,boundary_p90_ms,stress_actual_accuracy_pct,stress_dict_accuracy_pct,stress_total
3local,40,95.0,34.4,27.6,70.5,45.8,45.8,24
